name,roast,loc_country,origin_1,origin_2,X100g_USD,rating,review_date
Ethiopia Gediyo Kochere Shifo Washed G1,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,2.26,92,22-Mar
Costa Rica Salazar Black Honey,Medium-Light,United States,Llano Bonito De Narajo,Alajuela Province,6.17,88,21-Nov
Panama Geisha,Light,Taiwan,Chiriquí,Panama,22.78,94,21-Sep
Colombia La Riviera Sudan Rume,Medium-Light,United States,Risaralda,Caldas Department,10.57,94,21-Nov
Colombia,Medium-Dark,United States,Colombia,Guatemala,1.47,89,20-Feb
Gesha Village 1931 Lot 27,Medium-Light,United States,Bench-Maji Zone,Southern Ethiopia,22.05,94,19-Sep
Murang’a Kenya,Medium-Light,United States,Murang'A County,Central Kenya,5.5,93,19-Aug
Sustainable Harvest Homacho Waeno Natural,Light,United States,Aleta Wondo,Sidama (Also Sidamo) Growing Region,4.7,93,17-Nov
Kenya Handege,Medium,United States,Thika Growing Region,Central Kenya,5.58,94,19-Aug
Kona Red Bourbon,Medium-Light,Hawai'i,Holualoa,Kona,17.28,94,22-Sep
Icamiabas Fazenda Klem Catuaí Natural,Medium-Light,Canada,Matas De Minas Growing Region,Eastern Minas Gerais State,10.87,92,18-May
Mama Cata Mokkita,Medium-Light,United States,Boquete Growing Region,Western Panama,23.52,95,21-Sep
Tio Conejo Colombia,Medium-Light,United States,Vereda Santa Rita,Manizales,7.94,94,22-Jul
Berg Wu Championship Sidamo Washed G1 Lot 20-02,Light,Taiwan,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,4.81,95,21-Jan
Guatemala Concepción Buena Vista,Medium-Light,United States,Chimaltenango,Guatemala,4.98,90,19-Dec
No. 7 Espresso Blend,Medium,Taiwan,Colombia,Guatemala,6.37,95,18-Jun
Kenya Gakundu FCS Kamviu Wet Mill,Medium-Light,Canada,Embu County,Eastern Province,4.65,94,19-Oct
Ethiopia Yirgacheffe Natural Haru Suke G1,Medium-Light,Taiwan,Gedeo,Yirgacheffe Growing Region,4.39,94,20-Nov
Kibugu Kenya,Medium-Light,United States,Embu County,Eastern Province,5.86,95,18-Nov
Ka’u Oro Yeast Typica,Medium-Light,Hawai'i,Ka'U Growing Region,Big Island Of Hawaii,12.35,93,18-Apr
Holiday Blend,Medium,Hawai'i,North Kona Growing District,“Big Island” Of Hawai’I,14.33,93,20-Nov
Brazil Para Ela Natural,Medium-Light,United States,Campos Alto District,Minas Gerais State,4.69,93,19-Mar
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,Medium-Light,Taiwan,Boquete Growing Region,Panama,2.36,95,22-Jul
Ethiopia Yirgacheffe Botabaa G1,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,5.66,92,19-Feb
Colombia Cumbarco Lot 397,Medium-Light,United States,Caicedonia,Valle De Cauca Department,5.88,93,22-Jun
Love Letters,Medium-Light,United States,El Salvador,Indonesia,6.76,92,18-Feb
Ethiopia Konga,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,93,20-May
Ethiopia Misti Valley,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.98,93,18-Nov
Tang Bohu Espresso Blend,Medium,Taiwan,Ethiopia,Kenya,9.2,95,22-Jun
Colombia Exótico De Altura,Medium-Light,United States,Giraldo,Antioquia,5.29,94,22-May
British Style Espresso Blend,Medium,Taiwan,Panama,Honduras,7.05,95,22-Apr
Ecuador Finca Cruz Loma,Medium-Dark,Taiwan,San Jose De Minas,Pichincha,115.2,95,22-Apr
Tanzania Mbeya Mimba,Medium-Light,United States,Mbozi,Mbeya Growing Region,5.51,95,22-Jun
Honduras Sergio Romero Single-Origin Espresso,Medium,United States,Corquin,Honduras,5.58,92,20-Oct
Ethiopia Amhara Natural,Medium-Light,United States,Amhara Region,Ethiopia,4.7,90,21-Apr
Suyusama Colombia,Medium-Light,United States,Nariño,Colombia,5.58,93,20-Jun
RD1 Espresso Blend,Medium-Light,Taiwan,Guatemala,Ethiopia,4.25,95,21-Feb
Kaori Espresso Blend,Medium-Light,Taiwan,Ethiopia,Central America,4,92,22-Mar
Karatina Kenya,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.47,95,21-Apr
Mocha Java,Medium,United States,Sumatra,Ethiopia,4.26,96,20-May
Tanzania Sambewe,Medium-Light,United States,Songwe Region,Mbozi District,4.98,94,21-Jun
Sítio Pedra Menina,Medium-Light,United States,Alto Caparaó,Minas Gerais State,11.29,93,22-May
Papua New Guinea Kenta,Medium-Light,United States,Western Highlands Province,Papua New Guinea,5.22,92,21-Jan
Kenya Gachatha Nyeri AA,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.61,96,21-Oct
Colombia Finca La Primavera Sidra,Light,United States,Huila,Colombia,14.11,96,22-Mar
Honey Typica Anaerobic,Medium-Light,Hawai'i,North Kona Growing District,“Big Island” Of Hawai’I,16.53,95,20-Nov
Colombia Cauca El Paraiso,Light,Japan,Cauca,Colombia,11.38,96,21-Mar
Banko Gotiti Natural,Medium-Light,United States,Kochere,Yirgacheffe Growing Region,5.88,93,21-Oct
Ethiopia Yirgacheffe Chelelektu Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,96,19-Aug
Costa Rica Yellow Honey Lot Kinka Bear,Medium-Light,Taiwan,Costa Rica,Guji Zone,3.54,94,20-Oct
Ethiopia Buno Dambi Uddo,Light,United States,Odo Shakiso District,Western Guji,7.35,94,21-Nov
Ethiopia Guji Shakisso Mormora Estate Natural,,Taiwan,Guji Zone,Oromia Region,3.17,93,21-Oct
Papua New Guinea Timuza Organic,Light,United States,Eastern Highlands,Papua New Guinea,5,92,22-Aug
Ethiopia Sidama Bona Washed G1,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,12.79,94,20-Oct
Kenya AA Kirinyaga,Medium-Light,United States,South-Central Kenya,Sidama (Also Sidamo) Growing Region,5,93,18-Oct
Kenya Kirinyaga Peaberry,Light,United States,Kirinyaga County,South-Central Kenya,6.17,93,21-Mar
Kona Lactic Washed,Medium-Light,United States,Kona,Big Island Of Hawai’I,22,94,21-Aug
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,Medium-Light,Taiwan,Chiriqui,Boquete Growing Region,21.24,94,20-Oct
Ethiopia Civet Sidama Papilio Natural,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,90.83,93,19-Jul
Kimi Blend,Medium-Light,Taiwan,Ethiopia,Colombia,4.25,93,21-Mar
Peru Gesha,Medium-Light,United States,Pacaybamba Growing Region,Peru,8.82,94,22-May
Ethiopia Yirgacheffe Kochere,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.4,93,19-Feb
Colombia Ibague Tolima,Light,United States,Tolima Department,Colombia,7.64,94,22-Apr
Limu Ethiopia Natural,Light,United States,Jimma Zone,Oromia State,4.12,94,20-Aug
Kenya Auction Lot,Medium-Dark,United States,Kenya,Nyeri Growing Region,3.96,92,22-Apr
Colombia Finca El Roblar,Medium-Light,United States,Suaza,Huila,4.85,94,20-Aug
Cream Tabby Espresso Blend,Medium-Light,Taiwan,Ethiopia,Kenya,5.69,94,18-Aug
No. 6 Espresso Blend,Medium,Taiwan,Guatemala,Brazil,3.47,92,19-Apr
Open Country Cafe Series,Medium-Light,United States,El Salvador,Guatemala,5.29,93,22-Oct
Blue Label La Esmeralda Porton Pascua Gesha,Medium-Light,United States,Boquete Growing Region,Western Panama,26.46,95,17-Dec
Ethiopia Guji Gerba Station G1 Natural Espresso,Medium-Light,Taiwan,Gerbicho Rogicha,Bule Hora District,7.2,94,21-Jun
Rwanda Dukunde Kawa,Medium-Light,United States,Gakenke Growing Region,Rwanda,5.14,93,21-Jun
Kona Liberica Champagne Natural,Medium-Light,United States,Kona,Big Island Of Hawai’I,44.09,93,21-Nov
Dharma Espresso Blend,Medium,United States,Brazil,Ethiopia,4.85,92,20-Dec
Strawberry Forest,Medium-Light,Taiwan,Ethiopia,Nicaragua,6.37,92,21-Oct
Ace Espresso,Medium-Light,Canada,Mexico,Ethiopia,3.98,94,17-Nov
Ethiopia Yirgacheffe Espresso Mekuriya Gobena,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.86,93,20-Jan
Doho Classic Blend,Medium-Light,Taiwan,Ethiopia,Guatemala,4.57,92,22-Jan
Costa Rica Geisha Honey COE 2018 2nd Place,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,19.84,94,18-Nov
5a Sur,Medium,Guatemala,Antigua,Guatemala,1.47,89,21-Dec
Kenya Ngaita Peaberry,Medium-Light,United States,Kiambu County,Kenya,6.8,94,22-Sep
Colombia Geisha,Medium-Light,United States,Huila Department,Colombia,11.73,93,20-Apr
Guatemala Los Santos,Medium-Light,United States,Chimaltenango Department,Guatemala,5.58,92,19-Aug
Flight Seasonal Espresso,Medium-Light,United States,Ethopia,Rwanda,4.85,93,18-Apr
Ethiopia Washed Shantawene,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.88,94,22-Mar
Peru Jheyner Roman,Medium-Light,United States,Cajamarca Region,Northern Peru,5.58,92,21-Mar
Ethiopia Nano Genji,Medium-Light,United States,Guji Zone,Oromia Region,6.32,92,21-Aug
Tarime Tanzania,Medium-Light,United States,Tarime District,Mara Region,4.34,95,18-Sep
Peru “El Dorado”,Medium-Dark,Taiwan,Jaen,Cajamarca,8.5,93,21-Jul
Ethiopia Awassa,Medium-Light,United States,Yirgacheffe,Ethiopia,5.28,93,17-Nov
Colombia Don Ruiz Anaerobic,Medium-Light,United States,Caldas,Colombia,8.38,95,22-Aug
Flores Peru,Medium-Light,United States,El Diamante,San Ignacio,5.29,93,22-Apr
Organic Ethiopia Sidama Natural,Medium-Light,United States,Sidama (Also Sidamo) Growing Region,South-Central Ethiopia,4.7,92,18-Oct
Amasia Blend,Medium,United States,Brazil,Guatemala,4.69,91,21-Aug
Panama Hacienda La Esmeralda Geisha Washed,Medium,Taiwan,Boquete Growing Region,Western Panama,25.6,95,22-Apr
Specialty Coffee Blend Espresso,Medium-Light,Taiwan,Ethiopia,Colombia,1.77,93,19-Jan
Peru Finca Ecológica Agua Colorada,Light,United States,Cajamarca,Peru,4.85,93,18-Feb
100% Organic Specialty Arabica,Medium,Mexico,Chiapas State,Mexico,5.73,91,21-May
Burundi Kibingo Intenso,Medium-Light,United States,Kayanza Province,Burundi,6.17,94,22-Jun
Josh Daniels Grateful Blend,Medium-Light,United States,Papua New Guinea,Colombia,4.41,92,21-Mar
Honey Honduras Comsa,Medium-Light,United States,Marcala,La Paz Department,5.29,93,21-Apr
Ethiopia Guji Gigessa,Light,Taiwan,Guji Zone,Oromia Region,6.51,94,18-Apr
Yemen Haraaz,Medium-Light,Taiwan,Central Yemen,El Boquerón Growing Region,36.65,92,18-Nov
Honduras Finca Las Moras Parainema Yellow Honey,Medium-Light,United States,Siguatepeque,Comayagua Department,4.98,93,21-Oct
The World Espresso Blend,Medium-Light,Taiwan,Guatemala,Nicaragua,2.2,93,21-May
Kenya Kiambu AB Uklili 1905 Lot,Medium-Light,Taiwan,Iambu Growing Region,South-Central Kenya,4.25,94,20-Mar
Jade Espresso,Medium-Light,United States,Brazil And Four Other Origins,Yirgacheffe Growing Region,4.12,94,18-Jan
Costa Rica La Chumeca,Medium-Light,United States,Santa Maria De Dota,Costa Rica,6.76,94,22-Jun
Colombia FUDAM Nariño,Medium-Light,United States,Nariño Department,Southern Colombia,5.57,92,20-Nov
Ethiopia Gera Estate Natural,Light,United States,Agaro Gera,Jimma Zone,4.7,94,20-Aug
Rwanda Gasharu Natural,Medium-Light,United States,Nyamasheke District,Rwanda,6.76,92,22-May
Decaf Colombia Finca Las Nubes,Medium-Light,United States,Colombia,Antioquia Department,5.29,90,22-May
Kona Red Bourbon Anaerobic Washed Uluwehi Farm,Medium-Light,United States,Holualoa,Kona,26.41,95,20-Nov
Ethiopia Bensa Asefa Qonqana,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.64,94,22-Mar
Finca El Pintado,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,4.85,93,20-Oct
Gachami Kenya,Medium-Light,United States,Kirinyaga District,South-Central Kenya,5.64,94,19-Nov
Peru Chacra Don Dago,Medium-Light,United States,Villa Rica,Oxampampa,4.41,92,20-Dec
Colombia Castillo Fruit Maceration Series (Passionfruit),Medium-Light,United States,Armenia,Quindio Department,11.02,95,22-Oct
Kona Maragogype Peaberry Natural,Medium-Light,Hawai'i,Kona Growing Region,Big Island Of Hawai’I,22.05,95,21-Jun
Kenya Gatuya,Medium,United States,South-Central Kenya,Kiambu County,5,93,18-Oct
Ethiopia Sidama Bombe Natural,Medium,United States,Jimma Zone,Oromia State,5.29,93,20-Apr
Ethiopia Bekele Heto Natural,Light,United States,Worka-Sakaro,Gedeb District,7.41,93,22-Oct
Poas Red Honey,Medium-Light,United States,Sabanilla De Alajuela,Central Valley,8.77,92,18-Mar
Rwanda Abakundakawa,Medium-Light,United States,Karongi District,Western Rwanda,4.69,92,21-Sep
Colombia Granja La Esperanza Las Margaritas Gesha Honey,Light,United States,Caicedonia,Valle Del Cauca Department,26.46,95,21-Nov
Villa Loyola Carbonic Maceration,Medium-Light,United States,Pasto,Nariño Department,5.88,93,21-May
Sumatra Pantan Musara,Medium-Light,United States,Pantan Musara,Gayo,7.33,94,20-Jun
Guatemala Acatenango,Medium-Light,Japan,Acatenango,Guatemala,8.71,93,21-Jan
Hawai’i Kilauea Volcano Yeast Fermentation Washed,Medium-Light,United States,Puna,Big Island Of Hawai’I,26.41,96,20-Sep
Organic Ethiopia Chelbessa Danche,Medium-Light,United States,Worka Chelbessa,Gedeb,5.88,91,20-Aug
Ethiopia Banko Gotiti,Light,United States,Kochere,Yirgacheffe Growing Region,4.99,94,18-Jan
Honduras El Retono,Light,Taiwan,La Paz,Honduras,6.37,93,20-Dec
Guatemala Monja Blanca,Medium-Light,United States,Atitlán Growing Region,Guatemala,4.7,91,21-Apr
Ethiopia Guji,Medium-Light,United States,Guji Zone,Oromia Region,5.29,94,19-Mar
Espresso,Medium,Canada,Northern Thailand,West Guji Zone,2.4,91,19-Jan
Colombia Jairo Alcaraz,Medium,United States,Antoquia,Colombia,5.29,92,18-Aug
Yemen Port of Mokha Al-Durrar,Medium-Light,United States,Al-Durrar,Sana’A Governorate,26.9,94,18-Apr
Kenya Rungeto,Medium-Light,United States,Kirinyaga District,South-Central Kenya,6.76,94,20-Oct
Ethiopia Adame Garbota,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5,93,20-Apr
Blossom Blend Espresso,Medium-Light,United States,Ethiopia,El Salvador,5.73,93,21-Oct
Bufcafe Rwanda Espresso,Medium-Light,United States,Nyamagabe District,Southern Province,5.07,93,18-Jan
Costa Rica Cattleya Anaerobic,Medium-Light,United States,Naranjo,Central Valley,7.05,93,22-Apr
Bella Carmona Guatemala,Medium-Light,United States,Antigua Growing Region,Guatemala,4.67,93,19-Jun
Private Reserve Guatemala Medina Estate,Medium,United States,Antigua,Guatemala,4.17,90,21-Mar
Ethiopia Sidamo Bensa Asefa Dukamo Washed,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,8,93,20-Jan
Kona Mocca®,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,39.66,95,21-Nov
Ethiopia Kayon Mountain,Light,United States,Odo Shakiso District,Guji Zone,5.58,94,18-Jul
Kona Classic Black Rock Farm,Medium,United States,Kona,Big Island Of Hawai’I,16.71,94,20-Jun
Heart & Soul Espresso Blend,Medium,United States,Guatemala,Ethiopia,5.29,94,20-Oct
Kenya Safari AB Top,Medium,Hong Kong,Kirinyaga County,South-Central Kenya,16.29,93,19-Apr
The Natural,Medium-Light,United States,Africa,Asia,4.69,92,19-Aug
Ka’u Lehua Black Honey,Medium-Light,Hawai'i,Ka’U Growing Region,Big Island Of Hawai'I,9.52,93,21-Jan
Peru,Medium-Light,Taiwan,Cusco Province,Peru,7.05,92,22-Aug
Kenya Nyeri Maganjo AB,Light,Taiwan,Nyeri Growing Region,South-Central Kenya,7.08,92,22-Sep
Green-Tip Geisha,Medium-Light,Mexico,Oaxaca State,Mexico,15.43,94,19-Jul
Organic Sumatra,Medium,United States,Aceh,Sumatra,4.28,91,20-Aug
Taiwan Natural Alishan Zhuo-Wu Geisha,Medium-Light,Taiwan,Alishan,Chia-Yi,1.36,95,22-Oct
Colombia Sudan Rume,Light,United States,Valle Del Cauca Department,Colombia,35.27,95,22-Sep
Classic MK Blend,Medium-Dark,Taiwan,Honduras,Guatemala,6.4,94,21-Aug
Flight Seasonal Espresso,Medium-Light,United States,Ethiopia,Dominican Republic,5.58,95,21-Apr
Ethiopia Biftu Gundina Coop Espresso,Medium-Dark,Taiwan,Agaro District,Jimma Zone,3.89,94,18-Feb
Ethiopia Bench Maji Geisha G1 Natural,Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,7.33,93,22-Oct
Fazenda Recreio Bourbon Pulped Natural,Medium-Light,Taiwan,Carmo De Minas Growing Region,Northeastern Minas Gerais State,3.19,93,18-May
San Jose Mexico,Medium-Light,United States,Coatepec,Veracruz State,5,93,22-Aug
Ethiopia Chelbessa Danche,Light,United States,Gedeb District,Gedeo Zone,5.88,93,20-Oct
Ethiopia Rhapsody Espresso,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,8.44,95,21-Jan
Ethiopia Guji Natural Dasaya G1,Light,Taiwan,Guji Zone,Oromia Region,5.66,93,18-Jul
Colombia Geisha Natural,Medium-Light,United States,Tolima Department,Colombia,15.41,94,22-Feb
Colombia Diofanor Ruiz,Medium-Light,Hong Kong,Quindío Department,Colombia,14.7,94,21-Feb
Colombia Cardona Natural,Light,United States,Santa Barbara,Antioquia Department,7.35,94,21-May
Nano Genji Agaro Gera,Medium,United States,Agaro Gera,Jimma Zone,6.17,94,20-Jun
Dukunde Kawa Rwanda,Medium-Light,United States,Musasa,Rwanda,4.78,93,20-Mar
Reina de la Asuncion Ecuador,Medium-Light,United States,Congonama,Loja,5.88,94,22-Oct
Ethiopia Natural Guji Hambela SASA Lot 10,Light,Taiwan,Guji Zone,Oromia Region,4.6,93,21-Oct
Kona Peaberry,Medium-Light,Hawai'i,Kona District,Kealakekua Growing Region,10.23,93,19-May
Ethiopia Worka Sakaro Anaerobic Natural,Medium-Light,United States,Gedeb District,Gedeo Zone,5.73,94,21-Oct
Kenya Kirinyaga Mukangu AB,Medium-Light,Taiwan,Kirinyaga District,South-Central Kenya,4.6,95,17-Nov
Congo Umoja,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,4.69,92,21-Sep
Outbound Espresso,Medium-Light,Canada,Mexico,Ethiopia,3.98,93,17-Nov
Guatemala El Plan Rosma,Medium-Light,United States,Huehuetenango Department,Guatemala,6.17,93,20-Sep
Campfire Blend,Medium,Taiwan,Guatemala,Ethiopia,5,91,21-Aug
Gigesa Ethiopia,Light,United States,Guji Zone,Oromia Region,5.29,94,21-Aug
Kenya Kiambu Uklili AA,Medium,Taiwan,Kiambu Growing Region,South-Central Kenya,4.96,95,19-Aug
Kivu Belt Lot 32 Rwanda,Medium-Light,United States,Nyamasheke District,Rwanda,4.76,92,19-Apr
Ethiospro Blend,Medium-Light,United States,Ethiopia,Sabanilla De Alajuela Growing Region,5.22,94,18-Aug
Peru Aproselva,Medium,United States,Junin,Peru,4.41,90,20-Feb
Ethiopia Yirgacheffe Dumerso G1 Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.57,94,21-Jan
Ethiopia Natural Guji Sweet Lady,Medium-Light,Taiwan,Guji Zone,Oromia Region,5.66,93,21-Oct
Rukera Kenya,Medium-Light,United States,Kiambu Growing Region,South-Central Kenya,6.23,97,19-Jul
Eaagads Estate Kenya,Medium-Light,United States,Kiambu County,South-Central Kenya,5.58,94,19-Mar
Bull Espresso Blend,Medium-Light,Taiwan,Guatemala,Brazil,3.17,95,21-Feb
Ardent Ethiopia Natural,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,15.43,97,20-Nov
Ethiopia Kochere Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,94,19-Feb
Gesha Spirits,Medium-Light,United States,Huila,Colombia,15.71,95,22-Jun
Nicaragua La Huella Catuaí,Light,Taiwan,Matagalpa,Nicaragua,3.54,93,20-Sep
Philippine Farmer Milled Lot,Medium,United States,Atok,Benguet,6.55,93,22-Jun
Colombia La Palma Y El Tucán Gesha Natural,Medium-Light,United States,Cundinamarca Department,Central Colombia,35.27,94,21-Nov
Ecuador Pichincha Typica,Medium-Light,United States,Pichincha Province,North-Central Ecuador,7.61,93,19-Mar
China Yunnan Natural,Medium-Light,United States,Yunnan Province,China,4.41,91,20-Jul
Costa Rica Bounty Gesha,Medium-Light,United States,Dota,Tarrazú Growing Region,11.6,94,22-Jul
Kenya Ndnunduri,Medium-Light,United States,Kiambu County,South-Central Kenya,5,93,18-Apr
Costa Rica Termico,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,6.75,92,20-Oct
Kenya Chorongi Peaberry,Medium-Light,United States,Mukaro,Nyeri Growing Region,5.88,95,17-Dec
Espresso Fino,Medium,United States,Guatemala,Brazil,4.7,92,21-Aug
Seasonal Ethiopia Yirgacheffe Natural,Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5.88,91,20-Apr
Kenya Muranga Riakiberu,Medium-Light,United States,Murang'A County,Central Kenya,7.05,92,21-Sep
Gigesa Ethiopia,Medium-Light,United States,Guji Zone,Oromia Region,5.58,94,22-Apr
Twenty Five,Medium-Light,United States,Ethiopia,Papua New Guinea,4.25,96,18-Oct
Ethiopia Guji Uraga More Floral Kudume Natural,Medium-Light,Taiwan,Guji Zone,Oromia Region,8.8,94,22-Oct
